BHK,City,Size_sqft,Floors,Bathrooms,Furnishing,Property_Type,Age_years,Parking,Price
3,Ahmedabad,2504.0,9,3,Semi-furnished,Independent House,24.0,No,14190948.27889606
1,Hyderabad,4115.0,4,1,Unfurnished,Apartment,1.0,Yes,24845062.782173738
1,Kolkata,3225.0,6,1,Unfurnished,Independent House,26.0,No,14377274.78329845
5,Ahmedabad,2683.0,3,2,Fully-furnished,Apartment,18.0,No,17108218.78627333
3,Mumbai,653.0,3,2,Fully-furnished,Villa,9.0,Yes,16059397.792059695
2,Surat,1315.0,10,3,Fully-furnished,Villa,14.0,No,7769284.906753406
3,Chennai,1619.0,10,1,Unfurnished,Apartment,17.0,No,11103152.948276965
1,Hyderabad,3768.0,8,4,Fully-furnished,Villa,4.0,No,29732624.342842553
2,Mumbai,2655.0,5,1,Semi-furnished,Villa,11.0,Yes,33889418.2093305
3,Chennai,1709.0,8,2,Fully-furnished,Apartment,7.0,Yes,14076725.290175643
1,Hyderabad,953.0,9,3,Semi-furnished,Independent House,5.0,No,8006312.994374195
2,Kolkata,1606.0,2,3,Semi-furnished,Villa,23.0,No,9433773.382424504
2,Hyderabad,3296.0,13,1,Semi-furnished,Independent House,0.0,No,22843839.22993719
1,Chennai,4916.0,7,1,Unfurnished,Independent House,24.0,Yes,25509875.897360098
2,Kolkata,4873.0,13,1,Semi-furnished,Villa,12.0,No,22610329.401729114
1,Surat,3159.0,13,1,Unfurnished,Independent House,14.0,No,13426515.031080393
4,Delhi,1537.0,14,2,Semi-furnished,Villa,10.0,Yes,18674730.46694497
4,Hyderabad,3833.0,14,2,Unfurnished,Villa,29.0,Yes,22793441.88261991
2,Pune,913.0,12,1,Semi-furnished,Apartment,22.0,No,7121914.807853408
2,Delhi,3041.0,2,3,Semi-furnished,Villa,3.0,No,30055848.55957026
1,Jaipur,4642.0,14,4,Unfurnished,Apartment,7.0,Yes,17218303.659392465
2,Kolkata,2439.0,7,4,Fully-furnished,Apartment,6.0,No,14049007.251328047
5,Bangalore,1155.0,11,2,Semi-furnished,Apartment,26.0,Yes,12771622.581201153
4,Kolkata,4544.0,13,1,Semi-furnished,Apartment,12.0,No,23232823.73095099
2,Hyderabad,2979.0,3,1,Fully-furnished,Apartment,20.0,Yes,23293044.43106406
2,Kolkata,4361.0,8,4,Semi-furnished,Independent House,4.0,No,22261476.146522205
3,Chennai,1847.0,4,3,Unfurnished,Apartment,0.0,Yes,12863859.279388813
2,Surat,1816.0,9,4,Unfurnished,Apartment,24.0,No,7684168.880839061
5,Ahmedabad,4106.0,12,3,Semi-furnished,Independent House,15.0,Yes,21564115.313008502
4,Ahmedabad,4338.0,4,4,Semi-furnished,Apartment,10.0,Yes,24367956.01533996
3,Kolkata,4558.0,2,1,Unfurnished,Independent House,21.0,Yes,20817585.03871171
1,Kolkata,815.0,13,2,Fully-furnished,Independent House,17.0,Yes,5644289.945380842
1,Surat,720.0,4,2,Semi-furnished,Apartment,23.0,Yes,4155339.544261027
4,Ahmedabad,2761.0,5,3,Unfurnished,Villa,8.0,Yes,15283308.99533166
1,Mumbai,1344.0,8,2,Fully-furnished,Villa,29.0,No,19220466.786115278
5,Hyderabad,2014.0,3,2,Semi-furnished,Apartment,3.0,Yes,17096782.740893383
2,Delhi,1608.0,9,2,Semi-furnished,Villa,6.0,No,17473507.863487538
4,Mumbai,2230.0,9,4,Fully-furnished,Apartment,27.0,Yes,34597667.35762781
3,Surat,3685.0,11,1,Semi-furnished,Apartment,27.0,No,17539958.18246508
2,Kolkata,1738.0,10,4,Semi-furnished,Independent House,22.0,No,8758092.108987665
1,Hyderabad,3424.0,3,1,Unfurnished,Apartment,6.0,No,21054549.785559643
1,Pune,1690.0,8,2,Fully-furnished,Apartment,12.0,Yes,10470496.991129912
3,Pune,4882.0,6,4,Semi-furnished,Villa,18.0,No,27807962.48419707
5,Jaipur,4066.0,11,1,Unfurnished,Independent House,6.0,No,17121778.16586264
3,Jaipur,2931.0,6,4,Semi-furnished,Independent House,20.0,Yes,13912450.557257982
4,Hyderabad,3394.0,2,3,Unfurnished,Villa,27.0,Yes,20979388.366640184
3,Bangalore,1956.0,8,4,Semi-furnished,Apartment,27.0,No,16425019.955271699
1,Kolkata,1609.0,7,2,Semi-furnished,Independent House,6.0,Yes,9591980.88981399
5,Chennai,2430.0,2,4,Semi-furnished,Independent House,12.0,Yes,17041535.379376497
5,Pune,3616.0,4,2,Semi-furnished,Villa,3.0,Yes,22141808.3361001
3,Kolkata,1122.0,5,3,Semi-furnished,Independent House,11.0,No,6940317.908789342
4,Kolkata,2837.0,9,2,Fully-furnished,Apartment,7.0,Yes,18008284.558724105
1,Surat,2430.0,10,2,Fully-furnished,Villa,15.0,Yes,13841034.36762358
2,Ahmedabad,3244.0,14,2,Fully-furnished,Apartment,10.0,Yes,20173747.47077243
5,Mumbai,1758.0,2,4,Unfurnished,Independent House,3.0,No,26348838.937515203
3,Pune,2468.0,12,3,Fully-furnished,Villa,20.0,No,17363992.211048067
4,Jaipur,3795.0,12,4,Semi-furnished,Apartment,28.0,Yes,16521713.586358622
4,Kolkata,2523.0,7,1,Semi-furnished,Independent House,14.0,No,14594154.9304214
1,Delhi,1376.0,5,4,Fully-furnished,Apartment,25.0,No,14479727.882500475
5,Mumbai,2744.0,2,1,Unfurnished,Apartment,11.0,Yes,35656071.314155325
1,Ahmedabad,3026.0,10,2,Semi-furnished,Villa,22.0,Yes,15714782.443858314
2,Jaipur,4089.0,12,1,Unfurnished,Apartment,1.0,Yes,16014583.697938345
2,Surat,4903.0,3,2,Semi-furnished,Independent House,22.0,No,21381718.30457234
2,Pune,844.0,5,3,Unfurnished,Independent House,22.0,No,4821696.991388919
4,Hyderabad,4172.0,10,3,Unfurnished,Independent House,5.0,No,26732996.84308053
5,Delhi,3568.0,1,2,Unfurnished,Independent House,28.0,No,32096498.616208863
1,Pune,2413.0,7,2,Semi-furnished,Apartment,17.0,No,13667257.124584528
1,Chennai,2945.0,1,2,Semi-furnished,Independent House,23.0,No,17533618.63007225
2,Ahmedabad,1284.0,6,1,Fully-furnished,Villa,21.0,Yes,8336346.458842731
5,Ahmedabad,1987.0,12,3,Unfurnished,Apartment,11.0,No,12272499.872856531
5,Pune,4348.0,6,2,Unfurnished,Villa,15.0,Yes,23464573.68250742
3,Ahmedabad,949.0,1,1,Semi-furnished,Independent House,0.0,Yes,8075093.272049565
5,Hyderabad,1927.0,12,2,Unfurnished,Villa,18.0,Yes,13962443.862440566
5,Surat,3095.0,7,3,Unfurnished,Independent House,29.0,Yes,13941722.55431576
1,Hyderabad,2776.0,8,4,Semi-furnished,Apartment,3.0,Yes,19815592.95111662
5,Chennai,743.0,3,3,Semi-furnished,Villa,9.0,No,8630351.870782305
5,Surat,2612.0,12,4,Semi-furnished,Apartment,9.0,No,13090865.138850002
1,Bangalore,3808.0,10,3,Semi-furnished,Independent House,23.0,No,27117301.928053338
5,Jaipur,1445.0,1,2,Semi-furnished,Apartment,6.0,Yes,7764360.81946879
1,Pune,1526.0,2,3,Semi-furnished,Villa,5.0,No,10676872.045973131
3,Surat,2023.0,1,2,Unfurnished,Villa,25.0,Yes,8691824.586424699
4,Surat,3608.0,9,1,Semi-furnished,Villa,21.0,No,18063735.065679286
1,Chennai,4192.0,4,4,Fully-furnished,Independent House,28.0,No,27482353.82609055
1,Hyderabad,3549.0,7,4,Unfurnished,Villa,11.0,Yes,21648459.309135437
5,Chennai,3821.0,5,1,Fully-furnished,Villa,9.0,No,28998507.638427716
1,Hyderabad,3806.0,9,4,Semi-furnished,Villa,24.0,Yes,24541616.288861927
2,Surat,4738.0,9,1,Semi-furnished,Apartment,11.0,No,20467774.153242417
2,Ahmedabad,560.0,6,2,Unfurnished,Independent House,12.0,Yes,4248476.446109878
3,Ahmedabad,4674.0,5,3,Semi-furnished,Independent House,14.0,No,24223970.349744447
1,Hyderabad,3898.0,10,4,Unfurnished,Independent House,27.0,Yes,21821446.220370714
5,Mumbai,2914.0,1,3,Unfurnished,Independent House,29.0,Yes,34851966.25144603
5,Mumbai,4278.0,4,2,Semi-furnished,Villa,29.0,No,53743487.67575181
4,Bangalore,4106.0,5,4,Unfurnished,Independent House,20.0,No,27655151.427639205
3,Delhi,889.0,13,1,Unfurnished,Independent House,12.0,Yes,10947597.630354563
5,Mumbai,2175.0,14,1,Unfurnished,Villa,18.0,Yes,28883312.079384506
4,Mumbai,2277.0,9,4,Semi-furnished,Villa,15.0,Yes,32062514.32541619
5,Hyderabad,752.0,2,2,Unfurnished,Villa,10.0,No,8173225.195351085
4,Kolkata,3666.0,2,3,Fully-furnished,Villa,0.0,Yes,22245481.489537988
2,Ahmedabad,2214.0,3,3,Unfurnished,Apartment,17.0,No,11155623.115181893
2,Bangalore,2550.0,3,3,Unfurnished,Independent House,6.0,No,17822664.0346913
5,Mumbai,1195.0,12,4,Semi-furnished,Villa,11.0,Yes,21894130.99362284
3,Pune,2593.0,7,3,Unfurnished,Independent House,17.0,Yes,14646696.399973344
1,Ahmedabad,3072.0,14,1,Semi-furnished,Apartment,11.0,No,15755856.702183554
3,Chennai,2005.0,1,3,Unfurnished,Villa,8.0,Yes,13389224.32751508
3,Delhi,4168.0,2,2,Fully-furnished,Apartment,16.0,No,43644242.26441368
1,Jaipur,3243.0,11,3,Semi-furnished,Independent House,3.0,No,14260687.19594952
2,Jaipur,3777.0,1,1,Fully-furnished,Apartment,23.0,Yes,17746222.625804264
2,Bangalore,1798.0,14,3,Unfurnished,Independent House,28.0,Yes,12027096.911324827
1,Kolkata,3750.0,9,3,Fully-furnished,Independent House,26.0,Yes,19781951.54864345
4,Mumbai,3414.0,10,4,Unfurnished,Independent House,27.0,Yes,39510510.44022172
3,Ahmedabad,4368.0,9,2,Unfurnished,Independent House,23.0,Yes,20608416.663309187
5,Ahmedabad,2764.0,13,3,Unfurnished,Independent House,28.0,No,13949445.82086754
2,Bangalore,4292.0,3,3,Unfurnished,Villa,3.0,Yes,28754603.354613826
5,Pune,3380.0,12,4,Unfurnished,Villa,27.0,Yes,18348537.953991883
1,Chennai,3353.0,3,2,Unfurnished,Apartment,29.0,Yes,17320791.95998417
5,Kolkata,4207.0,1,2,Semi-furnished,Apartment,27.0,Yes,21372727.563108824
5,Kolkata,3328.0,5,4,Unfurnished,Villa,19.0,No,15511605.26879301
3,Ahmedabad,715.0,3,2,Unfurnished,Independent House,19.0,No,4868038.339416585
1,Pune,679.0,2,2,Unfurnished,Independent House,28.0,No,2858455.5071099782
5,Pune,3186.0,13,1,Fully-furnished,Villa,0.0,No,23068389.44702895
2,Ahmedabad,876.0,14,3,Fully-furnished,Independent House,29.0,Yes,6121628.903919135
1,Pune,3228.0,3,3,Semi-furnished,Apartment,2.0,No,18036815.70076206
2,Mumbai,2327.0,8,1,Fully-furnished,Independent House,18.0,No,34890722.152361624
4,Bangalore,3726.0,8,2,Semi-furnished,Independent House,20.0,No,28099039.935932174
5,Delhi,2827.0,1,3,Unfurnished,Apartment,7.0,Yes,27802997.54953339
1,Surat,2002.0,2,2,Unfurnished,Apartment,20.0,No,8732422.85410642
2,Pune,1252.0,1,2,Semi-furnished,Villa,19.0,Yes,8932157.03465178
5,Ahmedabad,3669.0,8,4,Semi-furnished,Independent House,22.0,Yes,21101270.52392995
3,Jaipur,749.0,14,1,Semi-furnished,Apartment,0.0,No,5219429.656850864
2,Jaipur,3320.0,1,4,Unfurnished,Apartment,5.0,Yes,13871093.74700817
2,Mumbai,1389.0,6,1,Fully-furnished,Apartment,8.0,Yes,25015266.036000792
4,Mumbai,4502.0,10,2,Unfurnished,Apartment,17.0,No,51560874.00531148
3,Mumbai,4223.0,13,3,Semi-furnished,Apartment,8.0,Yes,53073808.1346483
4,Mumbai,3586.0,11,2,Unfurnished,Apartment,22.0,No,40834934.235028304
3,Jaipur,3243.0,8,3,Unfurnished,Villa,22.0,No,11998432.403576173
2,Mumbai,2256.0,13,2,Unfurnished,Independent House,19.0,No,25858942.29686141
4,Kolkata,3122.0,8,2,Fully-furnished,Independent House,9.0,Yes,20335815.87504031
5,Hyderabad,2276.0,7,3,Fully-furnished,Independent House,15.0,Yes,20779064.190017894
3,Jaipur,3904.0,8,4,Unfurnished,Independent House,20.0,No,15501937.729352303
2,Jaipur,2574.0,8,1,Unfurnished,Independent House,11.0,No,10391804.17256358
1,Chennai,3596.0,14,1,Semi-furnished,Independent House,5.0,Yes,22491141.469343703
3,Jaipur,1585.0,10,2,Unfurnished,Independent House,13.0,No,7465417.463999637
3,Hyderabad,4229.0,14,3,Fully-furnished,Villa,21.0,Yes,31843632.541454695
5,Pune,4828.0,3,1,Fully-furnished,Apartment,7.0,Yes,30890329.330543175
3,Jaipur,1987.0,2,3,Unfurnished,Apartment,14.0,Yes,7813397.425598885
3,Kolkata,848.0,12,4,Fully-furnished,Apartment,9.0,No,7003644.739533801
5,Jaipur,913.0,4,4,Fully-furnished,Villa,27.0,Yes,6508208.665819119
5,Pune,2953.0,5,1,Fully-furnished,Apartment,4.0,No,21715349.90896355
4,Chennai,3952.0,2,3,Unfurnished,Villa,25.0,Yes,23201963.088632103
2,Surat,3063.0,11,2,Semi-furnished,Villa,19.0,No,13815493.394024568
2,Bangalore,1509.0,8,4,Fully-furnished,Villa,26.0,No,13566015.980020808
4,Pune,4882.0,8,3,Semi-furnished,Villa,28.0,No,27641583.84782617
2,Jaipur,1281.0,13,2,Unfurnished,Apartment,15.0,No,6744551.759793862
3,Bangalore,3579.0,12,1,Semi-furnished,Independent House,23.0,No,25772227.249798384
4,Mumbai,4952.0,4,3,Semi-furnished,Apartment,25.0,No,61318491.40172196
4,Delhi,3128.0,12,4,Semi-furnished,Villa,7.0,Yes,31399809.995878864
2,Surat,4475.0,5,1,Unfurnished,Villa,10.0,Yes,18432394.614834346
1,Pune,2686.0,11,1,Unfurnished,Villa,2.0,Yes,14526219.11918802
2,Bangalore,3819.0,12,2,Unfurnished,Apartment,1.0,No,26141223.827504437
1,Hyderabad,1706.0,5,4,Unfurnished,Independent House,0.0,Yes,11744837.712311294
4,Ahmedabad,4296.0,5,4,Fully-furnished,Apartment,0.0,Yes,26718149.946523767
1,Hyderabad,4992.0,9,3,Unfurnished,Villa,19.0,No,29718845.921583716
3,Surat,804.0,9,2,Semi-furnished,Independent House,9.0,Yes,5439126.14571302
5,Jaipur,3954.0,14,3,Semi-furnished,Villa,17.0,Yes,17825430.056296296
1,Hyderabad,2773.0,11,1,Unfurnished,Independent House,15.0,Yes,17141366.820713945
5,Pune,1350.0,4,1,Fully-furnished,Independent House,18.0,Yes,10744950.074040728
3,Chennai,994.0,1,3,Fully-furnished,Villa,15.0,No,9702834.004007509
5,Delhi,4055.0,8,4,Unfurnished,Apartment,2.0,Yes,37519207.84192834
3,Hyderabad,3174.0,11,4,Fully-furnished,Apartment,6.0,Yes,26165955.57583307
5,Delhi,3930.0,1,1,Semi-furnished,Independent House,5.0,No,39146963.66236501
5,Pune,3649.0,7,1,Fully-furnished,Villa,10.0,Yes,24484744.64824876
2,Mumbai,3847.0,12,2,Fully-furnished,Villa,4.0,No,54817309.82886448
1,Bangalore,4449.0,13,1,Unfurnished,Villa,8.0,No,29059079.08925543
5,Surat,1004.0,4,1,Semi-furnished,Apartment,3.0,No,7016094.146969674
4,Pune,3154.0,1,1,Fully-furnished,Independent House,11.0,Yes,21048032.20205012
2,Kolkata,3906.0,4,3,Fully-furnished,Villa,9.0,No,21654216.319934644
1,Ahmedabad,4017.0,7,1,Semi-furnished,Apartment,2.0,Yes,20320349.03622928
2,Kolkata,3204.0,13,2,Fully-furnished,Apartment,22.0,No,17939125.54600067
1,Kolkata,4264.0,8,2,Semi-furnished,Apartment,6.0,Yes,20944225.634651795
3,Delhi,2079.0,2,2,Fully-furnished,Villa,1.0,No,25644757.271439385
5,Hyderabad,2261.0,13,2,Unfurnished,Independent House,24.0,No,15821495.556229804
4,Pune,4632.0,9,1,Fully-furnished,Villa,7.0,Yes,30516424.694744665
2,Jaipur,813.0,5,2,Fully-furnished,Apartment,12.0,Yes,5550601.214673331
2,Surat,4815.0,14,3,Fully-furnished,Apartment,14.0,No,25100501.454095926
2,Chennai,3187.0,11,3,Semi-furnished,Independent House,0.0,Yes,20022588.610951032
2,Kolkata,2218.0,12,4,Semi-furnished,Apartment,1.0,Yes,12357942.858044956
5,Ahmedabad,4999.0,14,4,Unfurnished,Apartment,26.0,Yes,24395839.1555894
1,Hyderabad,4126.0,8,1,Unfurnished,Apartment,17.0,No,25799112.78158564
5,Bangalore,1323.0,2,4,Unfurnished,Independent House,23.0,No,12639079.18045364
3,Pune,4815.0,2,3,Unfurnished,Apartment,26.0,Yes,23344375.79107831
5,Mumbai,2914.0,4,3,Unfurnished,Villa,18.0,Yes,35524018.98900661
5,Ahmedabad,4320.0,4,1,Semi-furnished,Apartment,6.0,No,23965184.55693014
3,Delhi,2469.0,3,4,Unfurnished,Apartment,29.0,No,22139401.66685062
5,Surat,3603.0,5,1,Fully-furnished,Apartment,25.0,Yes,19454470.000921544
1,Kolkata,3566.0,2,2,Unfurnished,Apartment,28.0,No,15042295.05650341
4,Jaipur,2259.0,1,2,Unfurnished,Villa,21.0,No,9551052.571997218
3,Mumbai,3625.0,12,4,Unfurnished,Villa,1.0,Yes,43113221.79341786
2,Chennai,4552.0,4,1,Unfurnished,Villa,15.0,No,25127590.072675645
1,Kolkata,2781.0,6,3,Semi-furnished,Villa,24.0,Yes,13772915.931822423
4,Jaipur,3534.0,14,1,Unfurnished,Villa,15.0,No,14157730.424923696
1,Delhi,1623.0,6,2,Semi-furnished,Independent House,24.0,Yes,15929138.188069467
1,Delhi,1734.0,2,1,Unfurnished,Villa,22.0,Yes,15186386.23541648
2,Hyderabad,1174.0,6,1,Semi-furnished,Independent House,3.0,Yes,9982906.848830432
4,Bangalore,3202.0,4,4,Unfurnished,Villa,16.0,No,23170204.156598877
1,Chennai,2805.0,10,3,Fully-furnished,Independent House,13.0,No,19865492.507122926
2,Bangalore,1768.0,1,1,Semi-furnished,Apartment,7.0,No,15571083.316359682
3,Mumbai,3721.0,1,2,Semi-furnished,Villa,8.0,No,47369212.51273381
2,Hyderabad,4694.0,2,1,Unfurnished,Independent House,7.0,No,28343997.32863866
5,Delhi,4294.0,4,3,Semi-furnished,Apartment,17.0,Yes,40768592.146599576
2,Delhi,4578.0,8,1,Semi-furnished,Villa,6.0,Yes,41221106.93377592
2,Kolkata,2559.0,3,3,Semi-furnished,Independent House,25.0,Yes,12666930.826646972
2,Pune,1749.0,11,1,Fully-furnished,Apartment,12.0,No,12421983.60431437
1,Ahmedabad,4529.0,5,4,Unfurnished,Independent House,0.0,No,20490719.112876292
4,Delhi,3360.0,3,3,Fully-furnished,Villa,20.0,No,37401146.549794845
2,Surat,4013.0,8,1,Fully-furnished,Apartment,28.0,Yes,20630192.975306913
2,Ahmedabad,3719.0,14,1,Unfurnished,Apartment,7.0,No,17128587.226443097
5,Kolkata,678.0,4,1,Fully-furnished,Apartment,8.0,No,7213286.115893767
5,Surat,2699.0,11,1,Fully-furnished,Villa,25.0,Yes,15948954.707081135
3,Ahmedabad,4791.0,8,1,Semi-furnished,Apartment,18.0,No,24991188.979138877
3,Bangalore,3029.0,13,2,Semi-furnished,Independent House,23.0,Yes,22673349.958033994
5,Ahmedabad,2755.0,8,4,Unfurnished,Villa,14.0,No,15557917.664743561
4,Hyderabad,1435.0,9,2,Unfurnished,Apartment,2.0,No,11309200.854207795
3,Delhi,1456.0,2,1,Fully-furnished,Villa,23.0,No,17745092.516747728
4,Hyderabad,2973.0,11,3,Unfurnished,Villa,26.0,Yes,19811281.979583498
5,Pune,1585.0,10,3,Unfurnished,Apartment,20.0,No,10336160.230826087
3,Bangalore,3934.0,7,2,Semi-furnished,Apartment,22.0,Yes,28891162.881209828
2,Mumbai,3165.0,10,2,Fully-furnished,Apartment,10.0,No,46804358.686122306
5,Kolkata,3492.0,14,2,Semi-furnished,Independent House,13.0,No,18514890.991711978
3,Delhi,1601.0,14,4,Semi-furnished,Apartment,11.0,No,17238569.905189816
4,Mumbai,3476.0,1,4,Semi-furnished,Independent House,27.0,No,43417220.5412032
4,Mumbai,783.0,13,3,Fully-furnished,Apartment,21.0,Yes,17926704.401878193
3,Kolkata,4971.0,4,2,Fully-furnished,Villa,4.0,Yes,27358236.47729612
4,Mumbai,4290.0,4,4,Fully-furnished,Villa,1.0,Yes,64097670.3235781
3,Jaipur,3319.0,4,2,Semi-furnished,Apartment,24.0,No,14356726.896145506
3,Hyderabad,1287.0,7,2,Unfurnished,Apartment,22.0,No,10695050.928957485
4,Chennai,4968.0,13,4,Fully-furnished,Apartment,6.0,Yes,35974814.097702935
1,Chennai,1356.0,14,1,Unfurnished,Villa,4.0,Yes,9103548.271639409
2,Pune,2198.0,5,1,Semi-furnished,Villa,2.0,Yes,12836897.004294286
5,Delhi,3180.0,5,2,Fully-furnished,Villa,24.0,Yes,35688831.70160624
2,Pune,2633.0,3,3,Unfurnished,Apartment,29.0,No,13738388.06402949
5,Delhi,4694.0,10,4,Fully-furnished,Apartment,9.0,No,52575640.878405765
5,Chennai,2921.0,5,1,Semi-furnished,Villa,10.0,No,19667030.57467673
2,Surat,3305.0,5,4,Fully-furnished,Independent House,7.0,No,17560978.16474095
3,Pune,4431.0,8,4,Semi-furnished,Apartment,5.0,Yes,24525726.56063252
4,Hyderabad,1124.0,11,2,Semi-furnished,Apartment,27.0,Yes,10053500.357672064
1,Hyderabad,4678.0,2,1,Unfurnished,Independent House,11.0,No,28220905.533956245
1,Jaipur,2100.0,14,4,Semi-furnished,Villa,12.0,Yes,9318340.209244234
1,Chennai,500.0,14,3,Semi-furnished,Apartment,1.0,No,5341663.247464226
2,Pune,4845.0,8,2,Fully-furnished,Independent House,22.0,Yes,29786863.35639331
2,Hyderabad,1909.0,4,2,Semi-furnished,Independent House,20.0,No,14200023.60061245
3,Chennai,4367.0,9,1,Semi-furnished,Villa,15.0,No,26366307.212443095
1,Hyderabad,3470.0,8,2,Semi-furnished,Independent House,23.0,No,22056307.13431049
3,Delhi,3087.0,5,1,Semi-furnished,Villa,21.0,Yes,29919254.847580213
1,Kolkata,1298.0,5,4,Unfurnished,Independent House,25.0,Yes,6273317.6252900455
2,Bangalore,1442.0,9,3,Fully-furnished,Apartment,12.0,No,14704637.420849476
4,Surat,3962.0,13,1,Fully-furnished,Villa,8.0,Yes,21049807.902684532
4,Chennai,1827.0,14,4,Semi-furnished,Villa,12.0,Yes,14261223.346008154
4,Jaipur,1194.0,5,4,Unfurnished,Independent House,14.0,No,6183135.809465176
4,Pune,3916.0,13,4,Unfurnished,Apartment,7.0,Yes,21150212.733516045
5,Jaipur,4730.0,9,2,Semi-furnished,Independent House,22.0,Yes,20781059.5778123
1,Surat,685.0,6,3,Semi-furnished,Independent House,16.0,Yes,4719536.890835573
4,Surat,977.0,11,3,Fully-furnished,Independent House,9.0,Yes,8117494.581067309
5,Surat,4596.0,11,3,Fully-furnished,Apartment,8.0,Yes,25171249.656813614
5,Surat,3397.0,1,1,Fully-furnished,Apartment,23.0,Yes,18701726.943402022
5,Hyderabad,3515.0,11,3,Fully-furnished,Independent House,16.0,Yes,29255731.821841244
3,Ahmedabad,4315.0,12,4,Semi-furnished,Villa,28.0,No,21872210.023694154
3,Pune,2185.0,12,2,Semi-furnished,Villa,16.0,No,14346342.551411387
5,Pune,1491.0,8,3,Fully-furnished,Villa,18.0,Yes,11876880.998780774
4,Bangalore,3249.0,14,4,Fully-furnished,Villa,18.0,Yes,29057974.42538839
1,Kolkata,4865.0,1,3,Semi-furnished,Independent House,1.0,Yes,23131408.086104304
2,Delhi,3445.0,2,1,Fully-furnished,Independent House,10.0,Yes,37667970.65366804
3,Bangalore,3898.0,6,4,Semi-furnished,Apartment,7.0,Yes,30328438.50724114
4,Delhi,694.0,5,1,Fully-furnished,Villa,20.0,No,11236220.130462853
4,Ahmedabad,2802.0,2,2,Semi-furnished,Independent House,16.0,Yes,16155131.080184195
2,Chennai,578.0,13,2,Unfurnished,Villa,0.0,Yes,5952115.044509791
2,Surat,4446.0,6,1,Semi-furnished,Villa,17.0,Yes,19895722.371316273
4,Ahmedabad,1621.0,7,3,Unfurnished,Independent House,6.0,Yes,10100622.003931511
2,Ahmedabad,3721.0,3,1,Unfurnished,Independent House,8.0,Yes,18305758.377784614
4,Ahmedabad,1285.0,11,4,Fully-furnished,Independent House,24.0,Yes,9993672.201937895
2,Ahmedabad,3361.0,8,1,Unfurnished,Villa,8.0,No,15604451.004908595
2,Ahmedabad,946.0,4,1,Fully-furnished,Apartment,9.0,No,6624249.806098165
4,Jaipur,4718.0,10,2,Unfurnished,Villa,15.0,Yes,17082444.738599997
5,Delhi,3223.0,9,4,Unfurnished,Independent House,10.0,No,29982747.3580235
4,Jaipur,2081.0,7,2,Fully-furnished,Villa,5.0,Yes,11964687.613634622
1,Ahmedabad,858.0,13,4,Semi-furnished,Apartment,26.0,No,5147484.300303384
2,Surat,2786.0,3,2,Fully-furnished,Independent House,11.0,Yes,15003959.820838772
3,Mumbai,2265.0,14,2,Unfurnished,Independent House,20.0,No,27459244.06446298
2,Pune,1304.0,5,3,Fully-furnished,Villa,27.0,Yes,9130554.18340068
1,Delhi,3230.0,9,2,Fully-furnished,Independent House,9.0,No,33006325.15821171
3,Surat,4562.0,13,2,Unfurnished,Apartment,15.0,No,19553258.943514775
3,Pune,642.0,12,3,Unfurnished,Independent House,25.0,No,4796537.5843331665
4,Ahmedabad,2734.0,9,4,Unfurnished,Villa,29.0,Yes,13074716.951722488
5,Jaipur,4059.0,8,3,Fully-furnished,Independent House,26.0,No,20381459.845404927
4,Jaipur,2669.0,8,1,Fully-furnished,Villa,23.0,No,13510656.909051673
3,Mumbai,3921.0,9,3,Fully-furnished,Independent House,21.0,No,55370704.02841034
3,Kolkata,1623.0,5,3,Semi-furnished,Independent House,23.0,Yes,9405771.098499004
5,Ahmedabad,783.0,13,2,Fully-furnished,Villa,13.0,Yes,8173122.369647077
